answer_en,question_en,context,context_data
"He is a witness that there is no god but Allah and that Muhammad is the messenger of Allah, and that which he brought of the true religion, Allah will establish them thereby in this world, and after their death with the best outcome, and in the grave when they are questioned by the keepers about their guidance to the correct answer.",What is the steadfast saying for those who believe in this life and the hereafter?,"Quran Surah 14 Ayah 27:
Allah Keeps The Believers Firm-Footed In The Life Of This World As Well As In The Hereafter With (The Blessing) Of This Firm Word, But Allah Holds The Wrongdoers Astray. And Allah Puts Into Action Whatever He Wills.","[{""index"": 480, ""q_src_id"": 454, ""surah"": 14, ""ayah"": 27, ""ayah_en"": ""Allah Keeps The Believers Firm-Footed In The Life Of This World As Well As In The Hereafter With (The Blessing) Of This Firm Word, But Allah Holds The Wrongdoers Astray. And Allah Puts Into Action Whatever He Wills.""}]"
"In secret and in public. Say to My servants who have believed that they should establish the prayer and spend from what We have provided them, both secretly and publicly, before a day comes when there will be no trade and no exchange.",Is spending money on good causes done secretly or openly?,"Quran Surah 14 Ayah 31:
Say To My Servants Who Have Believed That They Must Establish Prayer And Spend (In Our Way) Both Secretly And Openly Of The Provision That We Have Granted Them Before The Dawn Of The Day When Neither Any Transaction Will Take Place, Nor Any (Worldly) Friendship (Will Profit).","[{""index"": 481, ""q_src_id"": 455, ""surah"": 14, ""ayah"": 31, ""ayah_en"": ""Say To My Servants Who Have Believed That They Must Establish Prayer And Spend (In Our Way) Both Secretly And Openly Of The Provision That We Have Granted Them Before The Dawn Of The Day When Neither Any Transaction Will Take Place, Nor Any (Worldly) Friendship (Will Profit).""}]"
"Prayer is: 'O Lord, make this town secure and keep me and my offspring away from worshipping idols. Lord, they have indeed led many astray. So, whoever follows me is from me, and whoever disobeys me, You are indeed Forgiving and Merciful.'",What was the invocation of Ibrahim (peace be upon him) to his Lord after he settled his son Ismail and his wife Hajar in the valley of Mecca?,"Quran Surah 14 Ayah 35:
And (Recall) When Ibrahim (Abraham) Submitted: ‘O My Lord, Make This City (Mecca) A Land Of Peace And Keep Me And My Children From Idol-Worship.

Quran Surah 14 Ayah 36:
O My Lord! These (Idols) Have Led Many People Astray. So Whoever Follows Me Will Belong To Me, And Whoever Disobeys Me, Then Indeed You Are Most Forgiving, Ever-Merciful.

Quran Surah 14 Ayah 37:
O Our Lord! Verily, I Have Settled My Offspring (Isma‘Il [Ishmael]) In The Barren Valley (Of Mecca) In The Close Vicinity Of Your Sacred House, O Our Lord, So That They May Establish Prayer. So Make The Hearts Of The People Incline Towards Them With Love And Fondness, And Provide For Them (All Kinds Of) Fruits As Sustenance So That They May Remain Grateful.

Quran Surah 14 Ayah 38:
O Our Lord! Surely, You Know (All) What We Hide And What We Show, And There Is Nothing Which Is Hidden From Allah Either On Earth Or In The Heaven.

Quran Surah 14 Ayah 39:
All Praise Belongs To Allah Alone, Who Has Bestowed Upon Me (Two Sons) In Old Age, Isma‘Il (Ishmael) And Ishaq (Isaac). Indeed, My Lord Is The All-Hearer Of Prayer.

Quran Surah 14 Ayah 40:
O My Lord! Make Me And My Children The Ones Who Establish Prayer; O My Lord, And Grant My Prayer.

Quran Surah 14 Ayah 41:
O My Lord! Forgive Me And (Forgive) My Parents* And All The Believers As Well On The Day When Reckoning (And Accountability) Will Be Held.’","[{""index"": 482, ""q_src_id"": 456, ""surah"": 14, ""ayah"": 35, ""ayah_en"": ""And (Recall) When Ibrahim (Abraham) Submitted: \u2018O My Lord, Make This City (Mecca) A Land Of Peace And Keep Me And My Children From Idol-Worship.""}, {""index"": 482, ""q_src_id"": 456, ""surah"": 14, ""ayah"": 36, ""ayah_en"": ""O My Lord! These (Idols) Have Led Many People Astray. So Whoever Follows Me Will Belong To Me, And Whoever Disobeys Me, Then Indeed You Are Most Forgiving, Ever-Merciful.""}, {""index"": 482, ""q_src_id"": 456, ""surah"": 14, ""ayah"": 37, ""ayah_en"": ""O Our Lord! Verily, I Have Settled My Offspring (Isma\u2018Il [Ishmael]) In The Barren Valley (Of Mecca) In The Close Vicinity Of Your Sacred House, O Our Lord, So That They May Establish Prayer. So Make The Hearts Of The People Incline Towards Them With Love And Fondness, And Provide For Them (All Kinds Of) Fruits As Sustenance So That They May Remain Grateful.""}, {""index"": 482, ""q_src_id"": 456, ""surah"": 14, ""ayah"": 38, ""ayah_en"": ""O Our Lord! Surely, You Know (All) What We Hide And What We Show, And There Is Nothing Which Is Hidden From Allah Either On Earth Or In The Heaven.""}, {""index"": 482, ""q_src_id"": 456, ""surah"": 14, ""ayah"": 39, ""ayah_en"": ""All Praise Belongs To Allah Alone, Who Has Bestowed Upon Me (Two Sons) In Old Age, Isma\u2018Il (Ishmael) And Ishaq (Isaac). Indeed, My Lord Is The All-Hearer Of Prayer.""}, {""index"": 482, ""q_src_id"": 456, ""surah"": 14, ""ayah"": 40, ""ayah_en"": ""O My Lord! Make Me And My Children The Ones Who Establish Prayer; O My Lord, And Grant My Prayer.""}, {""index"": 482, ""q_src_id"": 456, ""surah"": 14, ""ayah"": 41, ""ayah_en"": ""O My Lord! Forgive Me And (Forgive) My Parents* And All The Believers As Well On The Day When Reckoning (And Accountability) Will Be Held.\u2019""}]"
"On that day, eyes will be staring, raised high, from the horror of what they see. The wrongdoers will rise from their graves, hastening to answer the caller, their heads raised. They will not turn their gaze back, and their hearts will be empty from fear and dread, due to the immense horror they witness.","What is the meaning of: (لِيَوْمٍ تَشْخَصُ فِيهِ الأَبْصَارُ), (مُهْطِعِينَ مُقْنِعِي رُءُوسِهِمْ), (لاَ يَرْتَدُّ إِلَيْهِمْ طَرْفُهُمْ وَأَفْئِدَتُهُمْ هَوَاء)?","Quran Surah 14 Ayah 42:
And Never Think Of Allah To Be Unaware Of The Works The Wrongdoers Are Doing. He Is Only Giving Them (The Wrongdoers) Respite Till The Day On Which The Eyes Will Be Stare-Fixed (In Horror).

Quran Surah 14 Ayah 43:
Their Heads Lifted Up, They Will Be Running (Towards The Field Of Grand Assembly), With Eyes Unable To Twinkle And With Hearts Being Drained Of Strength.","[{""index"": 483, ""q_src_id"": 457, ""surah"": 14, ""ayah"": 42, ""ayah_en"": ""And Never Think Of Allah To Be Unaware Of The Works The Wrongdoers Are Doing. He Is Only Giving Them (The Wrongdoers) Respite Till The Day On Which The Eyes Will Be Stare-Fixed (In Horror).""}, {""index"": 483, ""q_src_id"": 457, ""surah"": 14, ""ayah"": 43, ""ayah_en"": ""Their Heads Lifted Up, They Will Be Running (Towards The Field Of Grand Assembly), With Eyes Unable To Twinkle And With Hearts Being Drained Of Strength.""}]"
The dwellings of the previous disbelievers who wronged themselves are like the people of Hud and Saleh.,"In which homes did you reside, similar to those in which the wrongdoers resided, and you saw how We dealt with them? (Ibrahim 45)","Quran Surah 14 Ayah 45:
And (In Your Own Turn) You Were Dwelling In The Palaces (Vacated By) Those Who Had Wronged Their Souls (During Their Respective Eras), Whereas This Had Dawned On You How We Had Dealt With Them, And We Also Elucidated Examples For Your (Easy Comprehension).","[{""index"": 484, ""q_src_id"": 458, ""surah"": 14, ""ayah"": 45, ""ayah_en"": ""And (In Your Own Turn) You Were Dwelling In The Palaces (Vacated By) Those Who Had Wronged Their Souls (During Their Respective Eras), Whereas This Had Dawned On You How We Had Dealt With Them, And We Also Elucidated Examples For Your (Easy Comprehension).""}]"
"The disbelievers had plotted evil against the Prophet, may Allah bless him and grant him peace, by seeking to kill him, but Allah encompasses their plots, and their plots have returned upon them. Their plots would not have caused the mountains to move or anything else due to his strength and power, and they did not harm Allah at all, but they harmed themselves.","They schemed their scheme, but their scheme is with Allah, and if their scheme could remove the mountains.","Quran Surah 14 Ayah 46:
And (Having Lost Their Balance, Intoxicated By Wealth And Power,) They Hatched Many Plots, Whilst Allah Had The Countermeasures To Foil All Their Plots, Although Their Deceitful Strategies Were Sufficient Even To Uproot The Mountains.","[{""index"": 485, ""q_src_id"": 459, ""surah"": 14, ""ayah"": 46, ""ayah_en"": ""And (Having Lost Their Balance, Intoxicated By Wealth And Power,) They Hatched Many Plots, Whilst Allah Had The Countermeasures To Foil All Their Plots, Although Their Deceitful Strategies Were Sufficient Even To Uproot The Mountains.""}]"
"On the Day of Judgment, Allah, the Exalted, will take revenge on His enemies. The earth will be replaced with a new, pure white one, like silver, and the heavens will be replaced as well. All creatures will emerge from their graves, alive and visible, to meet Allah, the One, the Irresistible. On that day, O Prophet, you will see the wrongdoers bound in chains, their hands and feet shackled, in humiliation and disgrace. Their garments will be of tar, and their faces will be covered with fire, which will burn them.","Ibrahim, explain these verses: 'On that day, the earth will be changed to a different earth, and the heavens as well, and they will come forth to Allah, the One, the Irresistible. And you will see the criminals that day, bound together in chains, their garments of liquid pitch, and fire will cover their faces.' (Quran 14:48-50)","Quran Surah 14 Ayah 48:
The Day When (This) Earth Will Be Changed Into A Different Earth And All The Heavens Will Also Be Changed And The Entire Mankind Will Appear Before Allah, The One, (And) The Dominant Over All;

Quran Surah 14 Ayah 49:
And That Day You Will See The Sinners Fettered In Chains;

Quran Surah 14 Ayah 50:
Their Garments Will Be Of Pitch (Or Some Inflammable Oil), And The Fire Will Be Enveloping Their Faces,","[{""index"": 486, ""q_src_id"": 460, ""surah"": 14, ""ayah"": 48, ""ayah_en"": ""The Day When (This) Earth Will Be Changed Into A Different Earth And All The Heavens Will Also Be Changed And The Entire Mankind Will Appear Before Allah, The One, (And) The Dominant Over All;""}, {""index"": 486, ""q_src_id"": 460, ""surah"": 14, ""ayah"": 49, ""ayah_en"": ""And That Day You Will See The Sinners Fettered In Chains;""}, {""index"": 486, ""q_src_id"": 460, ""surah"": 14, ""ayah"": 50, ""ayah_en"": ""Their Garments Will Be Of Pitch (Or Some Inflammable Oil), And The Fire Will Be Enveloping Their Faces,""}]"
"The disbelievers will wish, when they see the exit of the rebellious believers from the Fire, that they were united; so that they could exit as they exited.",Perhaps those who disbelieve wish they were Muslims. (2:89) Explain this verse.,"Quran Surah 15 Ayah 2:
(Watching The Scenes Of Allah’S Mercy On The Believers In The Hereafter,) The Disbelievers Will Persistently Aspire: Would That They Were Muslims!","[{""index"": 487, ""q_src_id"": 461, ""surah"": 15, ""ayah"": 2, ""ayah_en"": ""(Watching The Scenes Of Allah\u2019S Mercy On The Believers In The Hereafter,) The Disbelievers Will Persistently Aspire: Would That They Were Muslims!""}]"
"And concerning the disbelievers, peace be upon Muhammad, may Allah bless him.",Who said this and to whom in this blessed verse? (3) 'Leave them to eat and enjoy and let their hope deceive them. They will soon know.' - The Stone.,"Quran Surah 15 Ayah 3:
(Feel Not Aggrieved.) Leave Them. Let Them Eat (And Drink) And Make Merry And Let (Their) False Hopes Keep Them Negligent (Of The Hereafter). Then They Will Come To Know (Their End) Soon.","[{""index"": 488, ""q_src_id"": 462, ""surah"": 15, ""ayah"": 3, ""ayah_en"": ""(Feel Not Aggrieved.) Leave Them. Let Them Eat (And Drink) And Make Merry And Let (Their) False Hopes Keep Them Negligent (Of The Hereafter). Then They Will Come To Know (Their End) Soon.""}]"
"And We did not destroy any town unless it had a known record (of its destruction). No nation can bring forward its doom, nor can they delay it.",Recite the verses that indicate that every corrupt city has a specified term from Allah (SWT) for its destruction.,"Quran Surah 15 Ayah 4:
And Never Have We Destroyed Any Township, Except That There Was For Them A Known Inscription (Law, Which They Violated And Met Their Fate).

Quran Surah 15 Ayah 5:
No People Can Go Beyond Their Appointed Term, Nor Can They Step Back (Under The Law Of Rise And Fall).","[{""index"": 489, ""q_src_id"": 463, ""surah"": 15, ""ayah"": 4, ""ayah_en"": ""And Never Have We Destroyed Any Township, Except That There Was For Them A Known Inscription (Law, Which They Violated And Met Their Fate).""}, {""index"": 489, ""q_src_id"": 463, ""surah"": 15, ""ayah"": 5, ""ayah_en"": ""No People Can Go Beyond Their Appointed Term, Nor Can They Step Back (Under The Law Of Rise And Fall).""}]"
"Indeed, it is We who have sent down the Reminder, and indeed, We will be its guardian.","Recite the verse that indicates that Allah (Exalted is He) has preserved the Quran from alteration, distortion, addition, or subtraction.","Quran Surah 15 Ayah 9:
Assuredly, We Alone Have Revealed This Glorious Admonition (The Qur’An), And Surely We Alone Will Guard It.","[{""index"": 490, ""q_src_id"": 464, ""surah"": 15, ""ayah"": 9, ""ayah_en"": ""Assuredly, We Alone Have Revealed This Glorious Admonition (The Qur\u2019An), And Surely We Alone Will Guard It.""}]"
"Indeed, We created man from dried clay of black, shifting soil, and We created the Jinn from smokeless fire before We created man.",What is man created from and what is the jinn created from?,"Quran Surah 15 Ayah 26:
And Indeed, We Originated Man’S (Chemical) Genesis From That Dry Sounding Clay Which, (First) Having Grown Old (And Under The Heat Of The Sun And Other Chemical And Biological Effects), Had Turned Into Black Stinking Mud.

Quran Surah 15 Ayah 27:
And We Created Jinn Before This From A Smokeless Blazing Fire.","[{""index"": 491, ""q_src_id"": 465, ""surah"": 15, ""ayah"": 26, ""ayah_en"": ""And Indeed, We Originated Man\u2019S (Chemical) Genesis From That Dry Sounding Clay Which, (First) Having Grown Old (And Under The Heat Of The Sun And Other Chemical And Biological Effects), Had Turned Into Black Stinking Mud.""}, {""index"": 491, ""q_src_id"": 465, ""surah"": 15, ""ayah"": 27, ""ayah_en"": ""And We Created Jinn Before This From A Smokeless Blazing Fire.""}]"
"It has seven gates, each lower than the other, with each gate having a portion and share for the followers of Iblis according to their deeds.",How many gates does Hell have?,"Quran Surah 15 Ayah 44:
It Has Seven Doors; For Each One A Fixed Portion Of Them Has Been Specified.’","[{""index"": 492, ""q_src_id"": 466, ""surah"": 15, ""ayah"": 44, ""ayah_en"": ""It Has Seven Doors; For Each One A Fixed Portion Of Them Has Been Specified.\u2019""}]"
"Leave them and your family, the believers, at a part of the night, and go ahead of them; lest any of them be left behind and be afflicted by the punishment, and beware that none of you turns back, and hasten to where you are commanded; so that you may be in a safe place.",What were the commands given to the Prophet Muhammad (PBUH) by the angels?,"Quran Surah 15 Ayah 65:
So Set Off With Your Family Sometime During The Night, And Follow Them In The Rear, And None Of You Should (Even) Look Back, And Proceed To The Place (Where) You Have Been Commanded.’","[{""index"": 493, ""q_src_id"": 467, ""surah"": 15, ""ayah"": 65, ""ayah_en"": ""So Set Off With Your Family Sometime During The Night, And Follow Them In The Rear, And None Of You Should (Even) Look Back, And Proceed To The Place (Where) You Have Been Commanded.\u2019""}]"
"The Creator swears by whatever He wills, and the created being cannot swear except by Allah. Allah swore by the life of Muhammad (peace be upon him) as an honor to him. The people of Lot were in a state of deep heedlessness, persisting in their transgressions.","By whom did Allah swear in this verse? And can we swear by something similar to what Allah swore by? Indeed, they are in their intoxication heedless. [72] Al-Hijr.","Quran Surah 15 Ayah 72:
(O Glorious Beloved!) By Your (Sacred) Life, Surely These People (Too) Are Wandering Astray, Possessed By Their Lust (Like The People Of Lut [Lot]).","[{""index"": 494, ""q_src_id"": 468, ""surah"": 15, ""ayah"": 72, ""ayah_en"": ""(O Glorious Beloved!) By Your (Sacred) Life, Surely These People (Too) Are Wandering Astray, Possessed By Their Lust (Like The People Of Lut [Lot]).""}]"
A lightning bolt of punishment struck them at sunrise. They were seized by the shock while facing east.,When will the punishment of the people of Lot (peace be upon him) befall?,"Quran Surah 15 Ayah 73:
So, The Blazing Blast Seized Them At Sunrise.","[{""index"": 495, ""q_src_id"": 469, ""surah"": 15, ""ayah"": 73, ""ayah_en"": ""So, The Blazing Blast Seized Them At Sunrise.""}]"
"And indeed, those are the towns which the people of Lot denied, when the messengers came to them with clear signs. Is it not then considered by them?","What is the meaning of: 'And indeed, it is a settled way.' (76: The Rocky Tract)","Quran Surah 15 Ayah 76:
And Truly That Town Lies Along A Frequented Highway.","[{""index"": 496, ""q_src_id"": 470, ""surah"": 15, ""ayah"": 76, ""ayah_en"": ""And Truly That Town Lies Along A Frequented Highway.""}]"
They are the people of Shu'ayb (peace be upon him). The Aika is the entwined tree.,"And indeed, if the companions of the garden were oppressors, then who are the companions of the garden, and what is the garden?","Quran Surah 15 Ayah 78:
And, In Reality, The Dwellers Of Al-Ayka (The Thick Wood) Too Were Hardened Wrongdoers.","[{""index"": 497, ""q_src_id"": 471, ""surah"": 15, ""ayah"": 78, ""ayah_en"": ""And, In Reality, The Dwellers Of Al-Ayka (The Thick Wood) Too Were Hardened Wrongdoers.""}]"
"We avenged upon them with a shaking and the torment of the Day of the Shadow, and the dwellings of the people of Lot and Shoaib are indeed on a clear path which people pass by in their journeys, taking heed.","What is the meaning of: 'So We took Our revenge on them, and indeed, both of them were clear leaders.' (79) Al-Hijr.","Quran Surah 15 Ayah 79:
So We Avenged Ourselves On Them (As Well), And (Archeological Remains Of) Both These (Towns Still Exist) On The Highway.","[{""index"": 498, ""q_src_id"": 472, ""surah"": 15, ""ayah"": 79, ""ayah_en"": ""So We Avenged Ourselves On Them (As Well), And (Archeological Remains Of) Both These (Towns Still Exist) On The Highway.""}]"
"They were the Thamud tribe, and their prophet was Salih (peace be upon him). The valley is a wadi between the city and Sham.","And indeed, the people of the town (Al-Hijr) denied the messengers. (80) Al-Hijr. Who are the people of Al-Hijr, and what is Al-Hijr?","Quran Surah 15 Ayah 80:
And No Doubt, The People Of The Valley Of Al-Hijr (The Rock) Too Denied The Messengers.","[{""index"": 499, ""q_src_id"": 473, ""surah"": 15, ""ayah"": 80, ""ayah_en"": ""And No Doubt, The People Of The Valley Of Al-Hijr (The Rock) Too Denied The Messengers.""}]"
An early morning thunderbolt of punishment seized them.,When will the strike of the torment be upon the people of Saleh (peace be upon him)?,"Quran Surah 15 Ayah 83:
And The Dreadful Blast Seized Them (As Well) The Moment It Dawned.","[{""index"": 500, ""q_src_id"": 474, ""surah"": 15, ""ayah"": 83, ""ayah_en"": ""And The Dreadful Blast Seized Them (As Well) The Moment It Dawned.""}]"
It is the Fātiḥah.,"And indeed, We have given you seven of the repeated [verses] and the Grand Qur'an. What are the seven repeated [verses]?","Quran Surah 15 Ayah 87:
And Surely We Have Bestowed Upon You The Seven Oft-Recited Verses (I.E., Chapter Al-Fatiha) And The Glorious Qur’An.","[{""index"": 501, ""q_src_id"": 475, ""surah"": 15, ""ayah"": 87, ""ayah_en"": ""And Surely We Have Bestowed Upon You The Seven Oft-Recited Verses (I.E., Chapter Al-Fatiha) And The Glorious Qur\u2019An.""}]"
"Do not look with your eyes and desire what We have given to various kinds of disbelievers from the pleasures of this world, and do not grieve over their disbelief, but be patient with the believers in Allah and His Messenger.","Do not cast your eyes longingly at the adornment that We have given to some of them to enjoy, and do not grieve over them, and lower your wing (be humble) for the believers (Qur'an 38:49). Interpret this verse.","Quran Surah 15 Ayah 88:
Do Not Even Lift Your Eyes Towards The Things With Which We Have Benefitted The Disbelievers For Their (Few Days’) Luxury, Nor Grieve Over Their (Turning Away From The Straight Path), And Keep Your Wings (Of Affection And Care) Lowered Over The Believers (To Make Them Feel Contented And Cared For).","[{""index"": 502, ""q_src_id"": 476, ""surah"": 15, ""ayah"": 88, ""ayah_en"": ""Do Not Even Lift Your Eyes Towards The Things With Which We Have Benefitted The Disbelievers For Their (Few Days\u2019) Luxury, Nor Grieve Over Their (Turning Away From The Straight Path), And Keep Your Wings (Of Affection And Care) Lowered Over The Believers (To Make Them Feel Contented And Cared For).""}]"
"Those who divide the Quran, believing in some of it and disbelieving in some of it, are the Jews, the Christians, and others.","Just as We sent down the Stone (90:1), who are the 'Muctasimin'?","Quran Surah 15 Ayah 90:
The (Torment) That We Sent Down Upon The Dividers (I.E., The Jews And The Christians),","[{""index"": 503, ""q_src_id"": 477, ""surah"": 15, ""ayah"": 90, ""ayah_en"": ""The (Torment) That We Sent Down Upon The Dividers (I.E., The Jews And The Christians),""}]"
"They are the Jews, Christians, and others who have divided the Quran into sections and parts, some saying it is magic, others saying it is poetry, and still others saying it is something else, interpreting it according to their desires, to mislead people from the right path.",Who are those who have divided the Quran into sections?,"Quran Surah 15 Ayah 91:
Those Who Divided The Qur’An Into Pieces (And Split It, I.E., Accepted The Favourable Verses But Rejected The Others).","[{""index"": 504, ""q_src_id"": 478, ""surah"": 15, ""ayah"": 91, ""ayah_en"": ""Those Who Divided The Qur\u2019An Into Pieces (And Split It, I.E., Accepted The Favourable Verses But Rejected The Others).""}]"
Be astonished by the call to truth that Allah has commanded you with.,"What does 'So proclaim what you are commanded and turn away from the polytheists' (94:1, The Light) mean?","Quran Surah 15 Ayah 94:
So Declare Openly All Those (Matters) That You Have Been Commanded, And Turn Away From Those Who Set Up Partners With Allah.","[{""index"": 505, ""q_src_id"": 479, ""surah"": 15, ""ayah"": 94, ""ayah_en"": ""So Declare Openly All Those (Matters) That You Have Been Commanded, And Turn Away From Those Who Set Up Partners With Allah.""}]"
"They are Walid bin Mughira, 'Asi bin Wail, 'Adi bin Qais, Al-Aswad bin Abdul Muttalib, and Al-Aswad bin Abdul Yaghuth. Allah has sufficiently avenged Muhammad (peace be upon him) against each of them by afflicting them with a calamity.",Who are the 'mushtehziin' (those who mock or ridicule)? And how did Allah suffice Prophet Muhammad (peace be upon him) from them in verse 95 of Surah Al-Hajj?,"Quran Surah 15 Ayah 95:
Surely, We Suffice You For (Taking Them To Task) Who Scoff,","[{""index"": 506, ""q_src_id"": 480, ""surah"": 15, ""ayah"": 95, ""ayah_en"": ""Surely, We Suffice You For (Taking Them To Task) Who Scoff,""}]"
"Seek refuge in your Lord when distress strikes, and praise Him, being grateful to Him. Be among those who are devoted to Him at dawn. This is enough for you not to be concerned. Continue worshipping your Lord as long as you live until death comes to you, which is the absolute truth. The Messenger of Allah (peace be upon him) obeyed his Lord's command, being constantly engaged in the worship of Allah until he met his Lord.","Explain the verses: 'So glorify the name of your Lord, the Most Great, and be of those who prostrate [to Him]. And serve your Lord until there comes to you the certainty (death).' (Quran 15:98-99)","Quran Surah 15 Ayah 98:
So Glorify Your Lord With His Praise And Live Amongst Those Who Prostrate Themselves Before Him.

Quran Surah 15 Ayah 99:
And Worship Your Lord Till You Attain To The Station Of Certainty Of Faith (Which Goes With Your Glory, I.E., Perfect Cognizance Of Divinity Or The Moment Of Far-Nearness To Your Lord).","[{""index"": 507, ""q_src_id"": 481, ""surah"": 15, ""ayah"": 98, ""ayah_en"": ""So Glorify Your Lord With His Praise And Live Amongst Those Who Prostrate Themselves Before Him.""}, {""index"": 507, ""q_src_id"": 481, ""surah"": 15, ""ayah"": 99, ""ayah_en"": ""And Worship Your Lord Till You Attain To The Station Of Certainty Of Faith (Which Goes With Your Glory, I.E., Perfect Cognizance Of Divinity Or The Moment Of Far-Nearness To Your Lord).""}]"
"When the disbelievers delayed the punishment, the command of Allah came, and the Hour approached. It was mentioned in the past tense to confirm its occurrence, which is near. Do not hasten it, seeking it before its time, for it is inevitable. Glory be to Him, and He is far exalted from what they associate with Him.","When the command of Allah comes, none can delay it, and He is exalted above that which they associate with Him. Explain this verse from Surah An-Nahl (16:1).","Quran Surah 16 Ayah 1:
The Promise Of Allah Has Drawn (Near), So Do Not Hasten In Seeking It. Holy Is He And Exalted Far Above Those Objects, Which The Disbelievers Set Up As (His) Peers.","[{""index"": 508, ""q_src_id"": 482, ""surah"": 16, ""ayah"": 1, ""ayah_en"": ""The Promise Of Allah Has Drawn (Near), So Do Not Hasten In Seeking It. Holy Is He And Exalted Far Above Those Objects, Which The Disbelievers Set Up As (His) Peers.""}]"
She is pregnant.,What is a 'nutfa'?,"Quran Surah 16 Ayah 4:
He Alone Has Created Man From A Drop Of Vital Fluid, Yet He Has Become Openly Contentious (Instead Of Becoming Totally Submissive To Allah).","[{""index"": 509, ""q_src_id"": 483, ""surah"": 16, ""ayah"": 4, ""ayah_en"": ""He Alone Has Created Man From A Drop Of Vital Fluid, Yet He Has Become Openly Contentious (Instead Of Becoming Totally Submissive To Allah).""}]"
"The outcome of the polytheists will be that they will bear all their sins on the Day of Judgment, none of which will be forgiven, and they will also bear the sins of those who misled them away from Islam, without any reduction in their own sins. How detestable is what they bear of sins.","How should they bear their own burdens in full on the Day of Resurrection, and also some of the burdens of those who mislead them without knowledge? Indeed, what a terrible burden they bear!","Quran Surah 16 Ayah 25:
(They Are Making All These Utterances) So That They May Carry A Full Load (Of Their Evildoings) On The Day Of Resurrection, And Also (Carry) Some Of The Load Of Those That They Are Misguiding Due To (Their) Ignorance. Beware! It Is An Extremely Evil Load Which They Are Carrying.","[{""index"": 510, ""q_src_id"": 484, ""surah"": 16, ""ayah"": 25, ""ayah_en"": ""(They Are Making All These Utterances) So That They May Carry A Full Load (Of Their Evildoings) On The Day Of Resurrection, And Also (Carry) Some Of The Load Of Those That They Are Misguiding Due To (Their) Ignorance. Beware! It Is An Extremely Evil Load Which They Are Carrying.""}]"
"They will abide in gardens of eternity, wherein they will never leave.",What is the meaning of 'Gardens of Eden' in the verse of the Holy Quran?,"Quran Surah 16 Ayah 31:
There Are Gardens Of Eternity Which They Will Enter With Streams Flowing Under Them. Therein Will Be (Available) Whatever They Will Long For. That Is How Allah Rewards The Godfearing.","[{""index"": 511, ""q_src_id"": 485, ""surah"": 16, ""ayah"": 31, ""ayah_en"": ""There Are Gardens Of Eternity Which They Will Enter With Streams Flowing Under Them. Therein Will Be (Available) Whatever They Will Long For. That Is How Allah Rewards The Godfearing.""}]"
Always.,"And to Him belongs whatever is in the heavens and whatever is on the earth, and to Him is the religion completely. So, do you fear anyone other than Allah? (16:52) - What is the meaning of 'wāsiʿan' (وَاصِباً) in this verse?","Quran Surah 16 Ayah 52:
And Whatever Is In The Heavens And The Earth (All) Belongs To Him Alone, And Obedience To Him Alone Is Obligatory (For All). Do You Then Fear (Anyone) Other Than Allah?","[{""index"": 512, ""q_src_id"": 486, ""surah"": 16, ""ayah"": 52, ""ayah_en"": ""And Whatever Is In The Heavens And The Earth (All) Belongs To Him Alone, And Obedience To Him Alone Is Obligatory (For All). Do You Then Fear (Anyone) Other Than Allah?""}]"
"You raise your voices in supplication and prayer, but you do not call upon anyone else.",What does 'تجأرون' (tajaaruna) mean in Surah An-Nahl (16:53)?,"Quran Surah 16 Ayah 53:
And Whatever Blessing You Have Been Provided With Is From Allah Alone. Then, When Some Distress Afflicts You, You Wail And Weep Only Before Him.","[{""index"": 513, ""q_src_id"": 487, ""surah"": 16, ""ayah"": 53, ""ayah_en"": ""And Whatever Blessing You Have Been Provided With Is From Allah Alone. Then, When Some Distress Afflicts You, You Wail And Weep Only Before Him.""}]"
"Indeed, in the livestock -camels, cows, and sheep- there is a lesson for you, people. You have seen that we provide you with milk, pure and pleasant to drink, coming from the udders of these animals, free from any impurities.","And indeed, in the livestock, there is a lesson for you. We give you to drink from what is inside their bellies - from between the waste and blood - pure milk, which is pleasant to drinkers. Explain Allah's power in this blessed verse from the Quran (16:66).","Quran Surah 16 Ayah 66:
And Indeed In The Cattle (Too) There Is A Point For You To Ponder. We Provide You With Pure Milk To Drink Brought Forth From That Substance Of Their Bellies (Which Is Produced By) Compounding (Certain) Intestinal Contents And Blood And Which Freshens Up Those Who Drink It.","[{""index"": 514, ""q_src_id"": 488, ""surah"": 16, ""ayah"": 66, ""ayah_en"": ""And Indeed In The Cattle (Too) There Is A Point For You To Ponder. We Provide You With Pure Milk To Drink Brought Forth From That Substance Of Their Bellies (Which Is Produced By) Compounding (Certain) Intestinal Contents And Blood And Which Freshens Up Those Who Drink It.""}]"
"Your Lord inspired the bee, saying: 'Build your hives in mountains, trees, and in what people build.'",Where does the bee build its hive to store honey?,"Quran Surah 16 Ayah 68:
And Your Lord Seeded (The Idea Instinctually) In The Honeybee’S Heart: ‘Make Your Hives In Certain Mountains And Certain Trees And (Also) In Certain Projections People Build Aloft (Like Roofs).","[{""index"": 515, ""q_src_id"": 489, ""surah"": 16, ""ayah"": 68, ""ayah_en"": ""And Your Lord Seeded (The Idea Instinctually) In The Honeybee\u2019S Heart: \u2018Make Your Hives In Certain Mountains And Certain Trees And (Also) In Certain Projections People Build Aloft (Like Roofs).""}]"
